,,,,,,,,,,,,,,
XER4483,Earrings - Open Tear drop wrapped TQ,,(Our #SB-J1176),HTS : 7116 200 580,5.05,,XER4483,銅耳環配藍松石加CZ石,電鍍: 全只電3咪銀加泳漆,,,,,20
XER4484,Earrings - Geometric Turquoise ,,(Our #SB-J1162),HTS : 7116 200 580,2.3,,XER4484,銅耳環配藍松石加CZ石,電鍍: 全只電3咪銀加泳漆,,,,,9
XER4486,Earrings - All About the Howlite TQ & Clear CZ,,(Our #SB-J1148),HTS : 7116 200 580,4.4,,XER4486,銅耳環配藍松石加CZ石,電鍍: 全只電3咪銀加泳漆,,,,,19.6
XER4487,Earrings - Twinkle Wheel Clear CZ,,(Our #SB-J1153),HTS : 7116 200 580,5.5,,XER4487,銅耳環配CZ石,電鍍: 全只電3咪銀加泳漆,,,,,21.6
XER4489,Earrings - Reversible Twinkle TQ,,(Our #SB-J1146),HTS : 7116 200 580,2.4,,XER4489,銅耳環配藍松石及CZ石,電鍍: 全只電3咪銀加泳漆,,,,,9
XNC4481,Necklace - Rose Gold Teardrop Bar,,,HTS : 7116 200 580,6.8,,XNC4481,銅淚漓CZ吊咀配#XNC862項錬,電鍍: 吊咀及錬配玫瑰金+泳漆,,,,,19.8
XNC4496,Necklace - Silver Shine Wheel Clear CZ,,(Our #SB-J1134),HTS : 7116 200 580,4.5,,XNC4496,銅項錬配CZ石,電鍍: 全只電3咪銀加泳漆,,,,,18
XNC4502,Necklace - Double Open Heart Split,,(Our #SB-J1138),HTS : 7116 200 580,4.5,,XNC4502,銅項錬配CZ石,電鍍: 全只電3咪銀加泳漆,,,,,18
XNC4499,Necklace - Curved Feather Glitter ,,(Our #SB-J1139),HTS : 7116 200 580,4.5,,XNC4499,銅項錬配CZ石,電鍍: 全只電3咪銀加泳漆,,,,,20.6
XNC4498,Necklace - Unwavering Faith,,(Our #SB-J1125),HTS : 7116 200 581,5.2,,XNC4498,"銅十字架吊咀, 链长16”+2”尾链",加水滴珠,镶白色锆石,電鍍: 3 咪銀+泳漆,,,20.8
XNC4501,Necklace -Open Heart TQ Pearl,,(Our #SB-J1127),HTS : 7116 200 580,4.8,,XNC4501,銅項錬配CZ石及藍松石,電鍍: 全只電3咪銀加泳漆,,,,,19
XBC4459,Bracelet ,,(Our #SB-J1118),HTS : 7116 200 580,5.4,,XBC4459,銅手鐲配CZ石,電鍍: 全只電3咪銀加泳漆,,,,,20.5
XER4550,Earrings - A Twist Hold it All Imitation TQ & CZ,,(Ours#SB-J1151),HTS : 7116 200 580,4,,XER4550,銅耳環配藍松石及CZ石,電鍍: 3咪銀+泳漆,,,,,15
X4718-32,Necklace ,,,,3.2,,X4718-32,"銅項錬, 32吋長, 龍虲扣",电镀 : 2咪白铜锡+钯 ,,,,,10.5
X4139-22,Necklace ,,,,3.7,,X4139-22,"銅項錬, 22吋長, 龍虲扣",电镀 : 2咪白铜锡+钯 ,,,,,10.5
X4137,"Brass Rolo chain, 28"" length, lobster closure",,,,2.4,,X4137,"銅項錬, 28吋長, 龍虲扣",電鍍: 全只電殘古銀加泳漆,,,,,9.8
X1392STQ,Oval Turq face/Bead Beze watch head,Minimum order : 200 pcs,"Keep balance case US$1.50/pc for 6 months (effective on Aug 27, 20)","Factory ; Keep 300 pcs case blank, RMB6.50/pc",14.9,,X1392STQ,Oval Turq face/Bead Beze watch head,,,,,,80
X1395STQ,Round Turquoise face/Bead Bezel ,,,,14,,X1395STQ,MT 不秀鋼錶頭,壳圈: 不秀鋼,"面 : 白面加藍松, 白色""MONTANA""字, 黑色數字","針: (時, 分針鋼針電銀, 秒針電藍色)","機芯: 日本2035, 電池: 日本",背面: 客人蝕字,80
X1395SRG,Round/White face/Silver bezel,,,,14.5,,X1395SRG,MT 不秀鋼錶頭,壳圈: 電玫瑰金,"面 : 白面, 藍色""MONTANA""字, 黑色數字","針: (時, 分針鋼針電玫瑰金, 秒針電藍色)","機芯: 日本2035, 電池: 日本",背面: 客人蝕字,80
XWB7S-BK,Leather Watch band - Small Round Black,,,,5.95,,XWB7S-BK,Watch Band  -  HKD28.00,Watch buckle - HKD7.00,,,,,35
XWB6S-BK,Leather Watch Band - Small Flare Black,,,,5.95,,XWB6S-BK,Watch Band  -  HKD28.00,Watch buckle (Including spare) - HKD7.00,,,,,35
XWB7L-BR,Leather watch band with buckle - Brown color Watch Band,"Watch buckle with ""Montana"" logo",Leather color : Brown,,6.3,,XWB7L-BR,Leather watch band with buckle - Black color Watch Band - HKD29.00,"Watch buckle with ""Montana"" logo - HKD2.9",Leather color : Brown,,,,31.9
XWB7L-BK,Leather watch band with buckle - Black color Watch Band,"Watch buckle with ""Montana"" logo",Leather color : Black,,6.3,,XWB7L-BK,Leather watch band with buckle - Black color Watch Band - HKD29.00,"Watch buckle with ""Montana"" logo - HKD2.9",Leather color : Black,,,,31.9
NCD,NCD Necklace Display ,,,HTS : 3926 909 990,1.1,,NCD,NCD Necklace Display ,"MOQ1,000 pcs",,,,,4.8
2937WH,8mm Round Drop clear stone,,,HTS : 7116 200 580,34.56,,2937WH,"8mm 圓石加杯, A193 奧鉆白石",电镀：3咪银+泳漆,內盒Item Desc. : Stone with Finding,,,,3.3
2939WH,6mm Bround drop clear stone with findings,(SB-J1473),,HTS : 7116 200 580,28.8,,2939WH,"6mm 圓石加杯, A193 奧鉆白石",电镀：3咪银+泳漆,內盒Item Desc. : Stone with Finding,,,,2.8
2944LTQ,4mm Roud drop with findings,,,HTS : 7116 200 580,28.32,,2944LTQ,4mm 圓形施華洛藍色石,电镀：3咪银+泳漆,內盒Item Desc. : Stone with Finding,,,,1.9
2970WH,4mm Square drop with findings,,,HTS : 7116 200 580,28.8,,2970WH,"4mm 四方石加杯, 捷克方白石",电镀：3咪银+泳漆,內盒Item Desc. : Stone with Finding,,,,2.2
ER4816,Earrings - American Legends Tablet,"Im. TQ,  Im. Coral,  Im. MOP & Im.Onyx",(MSER 0320-6),HTS : 7116 200 580,15.9,,ER4816,銅耳環,"石仔: 假藍松石, 天然紅珊瑚, 貝母",天然黑石,電鍍: 白金間玫瑰金,,,72.12
NC4816,Necklace - American Legends Tablet ,,(MSNC 0320-7),HTS : 7117 19 0000,11.7,,NC4816,銅吊咀加銅項錬,"石仔: 假藍松石, 天然紅珊瑚, 貝母",天然黑石,"項錬: 1.5mm, 19.5 吋長 + 3吋尾錬, 1 只水滴珠","電鍍: 吊咀 (白金間玫瑰金), 項錬 (白金",,48.66
NC4818,Necklace - American Legends Cross,,(MSMNC 0220-2),HTS : 7117 19 0000,14,,NC4818,銅十字架吊咀加銅項錬,十字架尺寸: 40mm x 29.5 mm,"石仔: 假藍松石, 天然紅珊瑚, 貝母","假藍松石, 天然紅珊瑚, 貝母 天然黑石","項錬: 2.5mm, 19.5 吋長 + 3吋尾錬, 1 只水滴珠","電鍍: 吊咀 (白金間玫瑰金), 項錬 (白金)",58.26
NC4819,Necklace - American Legend Cross Tag ,(No stone),(MSNC 053020),HTS : 7117 19 0000,12.2,,NC4819,銅吊咀加銅項錬,"項錬: 2.5mm, 19.5 吋長 + 3吋尾錬, 1 只水滴珠","電鍍: 吊咀 (白金間玫瑰金), 項錬 (白金)",,,,53.94
NC4820,Necklace - Embracing Faith Cross,,(MSMNC 0220-1),HTS : 7117 19 0000,12.8,,NC4820,銅十字架吊咀加銅項錬,"石仔: 假藍松石, 天然紅珊瑚, 貝母天然黑石","項錬: 2.5mm, 19.5 吋長 + 3吋尾錬, 1 只水滴珠","電鍍: 吊咀 (白金間玫瑰金), 項錬 (白金)",,,48.3
NC4821,Necklace - American Legends Dream ,,(MSNC 0320-4),HTS : 7117 19 0000,19.5,,NC4821,銅吊咀加銅項錬,"石仔: 假藍松石,  天然紅珊瑚, 貝母天然黑石","項錬: 1.5mm, 19.5 吋長 + 3吋尾錬, 1 只水滴珠","電鍍: 吊咀 (白金間玫瑰金), 項錬 (白金)",內盒Item Desc. : Necklace,,87.64
ER4821,Necklace - American Legend Dream,,(MSER 0320-2),HTS : 7116 200 580,16,,ER4821,銅耳環,"石仔: 假藍松石, 天然紅珊瑚, 貝母天然黑石",電鍍: 白金間玫瑰金,,,,65.8
ER4822,Earrings - American Ceremony,"Im. TQ,  Im. Coral,  Im. MOP & Im.Onyx",(MSER 0320-1),HTS : 7116 200 580,13.7,,ER4822,銅耳環,"石仔: 假藍松石,  天然紅珊瑚, 貝母天然黑石",電鍍: 白金間玫瑰金,,,,61.7
ER4823,Earrings - American Legend Feather ,"Im. TQ,  Im. Coral,  Im. MOP & Im.Onyx",(MSER 0320-3),HTS : 7116 200 580,8.5,,ER4823,銅耳環,"石仔: 假藍松石,  天然紅珊瑚, 貝母天然黑石",電鍍: 白金間玫瑰金,,,,35.62
